SHIP'S NAME,COUNTRY,DWT,LBP,B,D,d,Air_d,Vs,L/B,L/D,B/D,B/d,L/d,d/D,Fn
BRO Glory,Sweden,6535,98.34999847,15,9.300000191,7.099999905,2.200000286,6.6872,6.556666565,10.57526844,1.612903193,2.112676085,13.85211265,0.763440834,0.215289391
Ardea,Netherlands,2600,87,12.02999973,6.300000191,4.264999866,2.035000325,6.1728,7.231920362,13.80952339,1.909523709,2.820633085,20.39859384,0.676984085,0.211294443
Hanne Knutsen,Norway,123851,256.5,42.5,22,15.60000038,6.39999962,7.870320098,6.035294118,11.65909091,1.931818182,2.724358908,16.44230729,0.709090926,0.156896844
Asian Progress II,Singapore,314026,318,60,30.32999992,22.03300095,8.29699897,8.024640195,5.3,10.48466867,1.978239372,2.723187828,14.43289549,0.726442499,0.143673776
Ibukisan,Panama,299999,318,60,30.32999992,21.23900032,9.0909996,8.024640195,5.3,10.48466867,1.978239372,2.824991718,14.9724561,0.700263778,0.143673776
Ikomasan,Panama,299986,318,60,30.32999992,21.23800087,9.09199905,8.024640195,5.3,10.48466867,1.978239372,2.825124661,14.9731607,0.700230825,0.143673776
Spring Lyra,Panama,16020,130.6000061,21.79999924,12.10000038,9.07199955,3.02800083,7.561679902,5.990826177,10.79338859,1.801652773,2.402998272,14.39594495,0.749752005,0.211257525
Dutch Aquamarine,Netherlands,6430,111.1500015,17.11599922,9.25,6.449999809,2.800000191,7.818879902,6.493924198,12.01621638,1.850378294,2.653643369,17.23255888,0.697297277,0.236785608
Dutch Emerald,Netherlands,6470,111.1500015,17,9.25,6.449999809,2.800000191,7.818879902,6.538235382,12.01621638,1.837837838,2.635658993,17.23255888,0.697297277,0.236785608
Sikinos,Panama,150709,263,48.04000092,22.39999962,16.02199936,6.37800026,7.921759805,5.474604391,11.74107163,2.144642935,2.998377408,16.41493013,0.715267841,0.155958587
Ning Hua 412,China,12445,126,21,11.60000038,8,3.60000038,6.6872,6,10.86206861,1.810344768,2.625,15.75,0.68965515,0.190206142
Barents Sea,Panama,105588,238,43.02999878,20.20000076,14.19999981,6.00000095,7.767440195,5.531025023,11.78217777,2.130197879,3.030281645,16.7605636,0.702970261,0.160751464
Arafura Sea,Panama,105856,234,43.02999878,20.20000076,14.19999981,6.00000095,7.767440195,5.438066619,11.58415798,2.130197879,3.030281645,16.47887346,0.702970261,0.162119586
Laguna D.,Italy,14436,126.5,23,12.25,8.539999962,3.710000038,7.716,5.5,10.32653061,1.87755102,2.693208443,14.81264644,0.697142854,0.219034463
Berge Danuta,France,56823,218.3899994,36.40000153,22,12.52200031,9.47799969,9.2592,5.999725006,9.926818155,1.654545524,2.906883935,17.44050423,0.569181832,0.200042645
Gas Diana,Liberia,49999,219,36.59999847,20.79999924,10.78499985,10.01499939,8.590480391,5.983606808,10.52884654,1.759615375,3.393602131,20.30598081,0.518509627,0.185336471
Cosmic,Greece,150284,263,48.0340004,22.39999962,16.02199936,6.37800026,7.921759805,5.475288292,11.74107163,2.144375054,2.998002891,16.41493013,0.715267841,0.155958587
Majestic,Panama,150284,263,48.0340004,22.39999962,16.02199936,6.37800026,7.818879902,5.475288292,11.74107163,2.144375054,2.998002891,16.41493013,0.715267841,0.153933153
Summit Terra,France,52160,213,36,22.29999924,11.72000027,10.57999897,8.899119609,5.916666667,9.551569832,1.614349831,3.071672284,18.17406101,0.525560568,0.194680628
Chassiron,France,9995,112,17.79999924,9.5,7.380000114,2.119999886,7.2016,6.2921351,11.78947368,1.873684131,2.411923979,15.17615153,0.776842117,0.217262854
Ievoli Splendor,Germany,26707,155.6000061,26.89999962,13.60000038,10.31999969,3.28000069,7.818879902,5.784386926,11.4411766,1.977941093,2.606589189,15.07752042,0.758823485,0.200126792
Bergitta,Norway,105641,229,42.0340004,21.29999924,14.88000011,6.41999913,7.716,5.447970639,10.75117409,1.973427319,2.824865597,15.38978483,0.698591579,0.162794592
Bandaisan,Panama,281037,316.6000061,60,28.89999962,20.4279995,8.47200012,7.9732,5.276666768,10.95501766,2.076124595,2.937145167,15.4983363,0.706851203,0.143068062
Ryuohsan,Panama,281050,316.6000061,60,28.89999962,20.4260006,8.47399902,8.281840195,5.276666768,10.95501766,2.076124595,2.937432598,15.49985297,0.706782037,0.148606184
Yohteisan,Liberia,281050,316.6000061,60,28.89999962,20.42499924,8.47500038,8.281840195,5.276666768,10.95501766,2.076124595,2.937576609,15.50061287,0.706747388,0.148606184
Raphael,Liberia,308700,320,58,28.39999962,22.70000076,5.69999886,7.818879902,5.517241379,11.26760578,2.042253548,2.555065994,14.09691583,0.799295812,0.139551674
Overseas Donna,United States,309498,320,58.04600143,31,22.70000076,8.29999924,7.818879902,5.512868968,10.32258065,1.872451659,2.557092488,14.09691583,0.732258089,0.139551674
Minerva Alexandra,Greece,104643,233,42,21.29999924,14.72099972,6.57899952,7.613120098,5.547619048,10.93896753,1.971831056,2.853067101,15.8277294,0.691126772,0.159239284
JO Sycamore,United Kingdom,37622,176.8999939,32.20000076,14,10.72000027,3.27999973,7.9732,5.493788501,12.63571385,2.300000054,3.003731339,16.50186469,0.765714305,0.191396612
Ottoman Dignity,Turkey,152923,258,46,24.39999962,17.5,6.89999962,7.818879902,5.608695652,10.57377066,1.885245931,2.628571429,14.74285714,0.717213126,0.155417596
Gulf Grace,Bahamas,65017,219,32.20000076,22,13.0170002,8.9829998,7.716,6.801242075,9.954545455,1.463636398,2.473688274,16.82415277,0.591681827,0.166469877
Gulf Progress,Bahamas,64959,219,32.20000076,22,13.0170002,8.9829998,7.716,6.801242075,9.954545455,1.463636398,2.473688274,16.82415277,0.591681827,0.166469877
Torm Gudrun,Denmark,99965,234,42,21,14.18999958,6.81000042,7.2016,5.571428571,11.14285714,2,2.959830954,16.49048675,0.675714266,0.150309546
Crescent Connemara,United Kingdom,2802,82.72000122,12.19999981,6.099999905,5.099999905,1,5.6584,6.780328074,13.56065615,2,2.39215687,16.21960838,0.836065571,0.198634131
LNG Jamal,Japan,72692,276,46,25.5,11.30900002,14.19099998,10.0308,6,10.82352941,1.803921569,4.067556806,24.40534084,0.443490197,0.192773142
Bow De Silver,Hong Kong,11747,110,20,11.19999981,8.765999794,2.434000016,6.790079902,5.5,9.821428738,1.785714316,2.281542376,12.54848307,0.782678566,0.206701695
Effie Maersk,Singapore,307190,319.1000061,58.04600143,31,22.70000076,8.29999924,8.436159805,5.497364129,10.29354858,1.872451659,2.557092488,14.05726852,0.732258089,0.150781093
Eli Maersk,Denmark,308491,319.1000061,58.04600143,31,22.70000076,8.29999924,8.436159805,5.497364129,10.29354858,1.872451659,2.557092488,14.05726852,0.732258089,0.150781093
Young Lady,United Kingdom,105528,229,42.03300095,21.29999924,14.87800026,6.42199898,7.818879902,5.448100179,10.75117409,1.973380397,2.82517813,15.39185347,0.69849769,0.164965185
Epsilongas,Antigua,6175,100.9599991,17.07999992,9.399999619,7.449999809,1.94999981,8.333280391,5.911007001,10.74042587,1.817021342,2.292617498,13.55167808,0.792553203,0.264793196
Kohzan Maru III,Panama,45286,172,32.20000076,19.60000038,12.02299976,7.57700062,7.921759805,5.341614781,8.775510034,1.64285715,2.678200233,14.30591395,0.613418343,0.192851465
Nordmillennium,Cyprus,301429,314,58,31,22.22200012,8.77799988,7.716,5.413793103,10.12903226,1.870967742,2.610026086,14.13014123,0.716838714,0.139024996
Venus Glory,Panama,299089,320.7600098,58,31,22.02099991,8.97900009,7.767440195,5.530344997,10.34709709,1.870967742,2.633849518,14.5660965,0.710354836,0.138469239
Mars Glory,Panama,299089,320,58,31,20.02099991,10.97900009,7.767440195,5.517241379,10.32258065,1.870967742,2.896958207,15.98321769,0.645838707,0.138633576
Sonangol Luanda,Bahamas,159178,264,48,23.20000076,17.02000046,6.1800003,7.818879902,5.5,11.37930997,2.068965449,2.82021144,15.51116292,0.733620685,0.153641336
Tenerife Spirit,Spain,160373,264,48,23.70000076,17,6.70000076,7.716,5.5,11.13924015,2.025316391,2.823529412,15.52941176,0.717299555,0.151619741
Lakatamia,Singapore,48683,174,32.20000076,19,12.81599998,6.18400002,7.4588,5.403726581,9.157894737,1.694736882,2.512484458,13.57677905,0.674526315,0.180534345
Alexandros M,Panama,48706,174,32.20000076,19,12.81599998,6.18400002,7.4588,5.403726581,9.157894737,1.694736882,2.512484458,13.57677905,0.674526315,0.180534345
Frank,Gibraltar,14895,126.0299988,22,12.39999962,9.199999809,3.199999811,7.098720098,5.728636309,10.16370989,1.774193603,2.391304397,13.6989132,0.741935491,0.201887106
Seaturbot,Germany,32230,168,28.15999985,16.79999924,11,5.79999924,7.561679902,5.965909123,10.00000045,1.676190543,2.559999986,15.27272727,0.654761934,0.186264094
Metaltanque III,Brazil,7686,107,17.60000038,9.800000191,8,1.800000191,7.716,6.079545323,10.91836713,1.795918371,2.200000048,13.375,0.816326515,0.238158357
Titan Glory,Germany,308491,316.8500061,58.04999924,31,22.70000076,8.29999924,8.436159805,5.458225844,10.22096794,1.872580621,2.557268603,13.95814958,0.732258089,0.151315506
Coastalwater,Netherlands,3500,88.13999939,12.39999962,6.800000191,5.260000229,1.539999962,6.1728,7.108064685,12.96176425,1.823529305,2.357414274,16.75665315,0.773529424,0.209923559
Sunny Joy,Panama,49999,219,36.59999847,20.79999924,10.78199959,10.01799965,8.590480391,5.983606808,10.52884654,1.759615375,3.394546454,20.31163127,0.518365384,0.185336471
Algeciras Spirit,Spain,160240,264,48,23.70000076,17.02000046,6.6800003,7.767440195,5.5,11.13924015,2.025316391,2.82021144,15.51116292,0.718143456,0.152630544
Alfatem,Malta,6753,106.1999969,16.89999962,8.449999809,6.784999847,1.664999962,7.716,6.284023627,12.56804725,2,2.490788504,15.65217381,0.80295858,0.239053696
Iver Experience,Netherlands,45650,174,32.25999832,18.60000038,12.20199966,6.39800072,7.4588,5.39367666,9.354838519,1.734408476,2.643828816,14.25995778,0.656021474,0.180534345
Iver Exporter,Netherlands,45683,174,32.25999832,18.60000038,12.20499992,6.39500046,7.4588,5.39367666,9.354838519,1.734408476,2.643178905,14.25645237,0.656182778,0.180534345
Stemnitsa,Greece,147092,264,47.79999924,22.79999924,16.02899933,6.77099991,7.510240195,5.52301264,11.57894775,2.096491265,2.98209503,16.47014855,0.70302631,0.147576552
Minerva Nounou,Greece,147450,264.0050049,47.79299927,22.80200005,16.02199936,6.78000069,7.510240195,5.523926285,11.57815123,2.096000314,2.982961002,16.47765669,0.702657632,0.147575153
Morning Express,Liberia,105578,229,42.0340004,21.29999924,14.88000011,6.41999913,7.098720098,5.447970639,10.75117409,1.973427319,2.824865597,15.38978483,0.698591579,0.149771027
Baltic Captain I,Cyprus,37389,175,27.34000015,16.70000076,11.21700001,5.48300075,7.4588,6.4008778,10.47904144,1.637125683,2.437371858,15.60131941,0.671676617,0.180017793
Baltic Commander I,Cyprus,37418,175,27.34000015,16.70000076,11.21700001,5.48300075,7.4588,6.4008778,10.47904144,1.637125683,2.437371858,15.60131941,0.671676617,0.180017793
Baltic Chief I,Cyprus,37389,175,27.34000015,16.70000076,11.21700001,5.48300075,7.4588,6.4008778,10.47904144,1.637125683,2.437371858,15.60131941,0.671676617,0.180017793
Primorye,Cyprus,105177,234,42.03300095,22,14.92000008,7.07999992,7.716,5.567054331,10.63636364,1.910590952,2.81722525,15.68364603,0.678181822,0.161045942
Dania Spirit,Marshall Islands,8669,109,18.79999924,10,8.413000107,1.586999893,7.613120098,5.797872575,10.9,1.879999924,2.234636753,12.95613914,0.841300011,0.232817128
Sanko Unity,Panama,298920,320,60.03900146,29.29999924,20.87800026,8.42199898,7.9732,5.329868789,10.92150199,2.049112731,2.875706519,15.32713842,0.712559754,0.142305985
Hanne,Netherlands,35820,174.5,27.4279995,17.60000038,11.0170002,6.58300018,7.304479902,6.362111827,9.914772513,1.558409029,2.48960688,15.83915738,0.625965907,0.176545674
Silvia,Germany,35841,174.5,27.4279995,17.60000038,11.0170002,6.58300018,7.304479902,6.362111827,9.914772513,1.558409029,2.48960688,15.83915738,0.625965907,0.176545674
Las Cuevas,Panama,45299,171,32.22900009,18.79999924,12.11600018,6.68399906,7.818879902,5.305780493,9.095745049,1.714308585,2.660036284,14.11356862,0.644468121,0.190902662
Prem Mala,India,47044,172,32.20000076,19.10000038,12.66600037,6.43400001,7.870320098,5.341614781,9.005235423,1.685863881,2.542239051,13.57966169,0.663141367,0.19159919
Bithav,Sweden,6440,108.3000031,16.45000076,9.850000381,6.699999809,3.150000572,7.716,6.58358651,10.99492375,1.670050774,2.455224064,16.16418003,0.680203,0.236724649
Valbruna,Italy,113419,238,44,21.20000076,14.61999989,6.58000087,7.716,5.409090909,11.22641469,2.075471624,3.009575946,16.27906989,0.689622612,0.15968688
Vallombrosa,Italy,113424,238,44,21.20000076,14.61999989,6.58000087,7.716,5.409090909,11.22641469,2.075471624,3.009575946,16.27906989,0.689622612,0.15968688
Minerva Julie,Greece,46270,173.8999939,32.20000076,18,12.21500015,5.78499985,7.4588,5.400620801,9.661110772,1.788888931,2.636103182,14.23659368,0.678611119,0.180586248
Minerva Joanna,Greece,46541,173.8999939,32.20000076,18,12.21500015,5.78499985,7.4588,5.400620801,9.661110772,1.788888931,2.636103182,14.23659368,0.678611119,0.180586248
Madison,Marshall Islands,35833,174.5,27.4279995,17.60000038,11.0170002,6.58300018,7.2016,6.362111827,9.914772513,1.558409029,2.48960688,15.83915738,0.625965907,0.174059117
Trinity,Marshall Islands,35268,174.5,27.4279995,17.60000038,11.0170002,6.58300018,7.2016,6.362111827,9.914772513,1.558409029,2.48960688,15.83915738,0.625965907,0.174059117
Nordamerika,Germany,35775,174.5,27.4279995,17.60000038,11.0170002,6.58300018,7.2016,6.362111827,9.914772513,1.558409029,2.48960688,15.83915738,0.625965907,0.174059117
Nordeuropa,Denmark,35752,174.5,27.39999962,17.60000038,11.0170002,6.58300018,7.2016,6.368613227,9.914772513,1.556818127,2.487065365,15.83915738,0.625965907,0.174059117
Wincanton,Singapore,9203,113.4300003,17.60000038,10.10000038,8.215000153,1.885000227,7.716,6.444886242,11.23069268,1.742574229,2.142422404,13.80766868,0.813366321,0.231309649
Gonen,Bahamas,47102,173.1300049,32.20000076,19.10000038,12.64999962,6.45000076,7.870320098,5.3767081,9.064397982,1.685863881,2.545454682,13.68616681,0.662303632,0.190972891
Patricia Essberger,Germany,4500,93.90000153,15.5,8.149999619,6.550000191,1.599999428,7.716,6.058064615,11.52147312,1.90184058,2.366412145,14.33587768,0.803681043,0.254228898
Christian Essberger,Germany,4705,93.90000153,15.5,8.149999619,6.599999905,1.549999714,7.716,6.058064615,11.52147312,1.90184058,2.348484882,14.22727316,0.809815977,0.254228898
Coral Rigida,Netherlands,6148,100.1999969,16.79999924,9.399999619,7.451000214,1.948999405,7.716,5.9642858,10.65957457,1.787234034,2.254730742,13.44785855,0.792659629,0.24610694
Prospero,Sweden,16740,134.9499969,21.98999977,12.80000019,9.800000191,2.999999999,7.4588,6.136880323,10.54296835,1.717968707,2.243877484,13.77040758,0.765625004,0.204997242
Hawk,Marshall Islands,306324,320,58.04999924,31,22.72500038,8.27499962,8.2304,5.512489306,10.32258065,1.872580621,2.554455369,14.08140791,0.733064528,0.1468965
Kestrel,Marshall Islands,306278,320,58,31,22.70000076,8.29999924,8.2304,5.517241379,10.32258065,1.870967742,2.555065994,14.09691583,0.732258089,0.1468965
Kiwi Spirit,Panama,19161,141,24.20000076,12.80000019,8.800000191,3.999999999,7.716,5.826446098,11.01562484,1.890625031,2.750000027,16.02272692,0.687500005,0.207466585
Eastern Fortitude,Panama,8727,108.5,18.20000076,9.649999619,7.478000164,2.171999455,6.892959805,5.961538213,11.24352376,1.886010516,2.433805879,14.50922675,0.774922327,0.21127902
Sunny Iris,Japan,7849,103,18.5,9.600000381,7.212999821,2.38700056,7.047279902,5.567567568,10.72916624,1.927083257,2.564813595,14.27977299,0.751354118,0.221701384
Bow Andino,Panama,16121,125.25,22.70000076,12.10000038,9.225000381,2.874999999,6.6872,5.517620961,10.35123934,1.876033062,2.460704588,13.57723521,0.762396702,0.190774771
Ji Li Hu,China,66094,219,32.20000076,19,13.35000038,5.64999962,7.4588,6.801242075,11.52631579,1.694736882,2.411985007,16.40449392,0.702631599,0.160920881
Torm Clara,Denmark,45999,173.8999939,32.22600174,18,12.13500023,5.86499977,7.767440195,5.396263406,9.661110772,1.79033343,2.65562432,14.33044834,0.674166679,0.188058787
Xuan Wu Hu,China,68429,219,32.20000076,19.20000076,12.18999958,7.01000118,7.510240195,6.801242075,11.40624955,1.677083307,2.641509587,17.96554615,0.634895786,0.162030684
Ban Gong Hu,China,68404,219,32.20000076,19.20000076,13.72000027,5.48000049,7.510240195,6.801242075,11.40624955,1.677083307,2.346938785,15.96209881,0.714583319,0.162030684
Vinland,Canada,126600,258,46,22.60000038,15,7.60000038,7.510240195,5.608695652,11.41592901,2.035398196,3.066666667,17.2,0.663716803,0.149282696
Maria A. Angelicoussis,Bahamas,300000,320,58,31,22,9,7.870320098,5.517241379,10.32258065,1.870967742,2.636363636,14.54545455,0.709677419,0.14046978
Antonis I. Angelicoussis,United Kingdom,306085,320,58,31,22.48600006,8.51399994,7.870320098,5.517241379,10.32258065,1.870967742,2.57938272,14.23107708,0.725354841,0.14046978
Qem Star,Panama,4034,88.30000305,16.52400017,7.25,5.512000084,1.737999916,6.43,5.343742565,12.17931077,2.279172437,2.997822917,16.01959392,0.760275874,0.218472164
Tena,Turkey,5500,99.80000305,16,7.25,5.739999771,1.510000229,7.2016,6.237500191,13.76551766,2.206896552,2.787456557,17.38676081,0.791724106,0.230159664
Petro Millennium,Panama,3753,89.5,16.39999962,8,5.168000221,2.831999779,6.635759805,5.4573172,11.1875,2.049999953,3.173374404,17.31811071,0.646000028,0.223946684
Ocean Accord,Panama,70514,229,36,18,11.47700024,6.52299976,7.4588,6.361111111,12.72222222,2,3.136708133,19.95294896,0.637611124,0.157368106
Vopak.Einstein,Netherlands,1700,82.65000153,11.47000027,4.800000191,3,1.800000191,5.144,7.205754105,17.21874963,2.389583294,3.823333423,27.55000051,0.624999975,0.180652936
Vopak.Newton,Netherlands,1700,82.65000153,11.47000027,4.800000191,3,1.800000191,5.144,7.205754105,17.21874963,2.389583294,3.823333423,27.55000051,0.624999975,0.180652936
Green Pioneer,Panama,3497,83,14.62100029,7,5.611999989,1.388000011,6.738640195,5.676766182,11.85714286,2.088714327,2.605310107,14.78973631,0.801714284,0.236155855
Summer Coral,Panama,4096,89.69999695,16.52400017,7.25,5.300000191,1.949999809,6.43,5.428467443,12.37241337,2.279172437,3.117735769,16.92452712,0.731034509,0.216760555
Turchese,Italy,12003,126.5,20.42399979,10.30000019,8.029999733,2.270000457,7.2016,6.193693757,12.28155317,1.982912564,2.543462076,15.75342518,0.77961161,0.204432166
York,Panama,5076,94.90000153,19.89999962,7.699999809,5.75,1.949999809,7.2016,4.768844389,12.32467583,2.584415599,3.460869499,16.50434809,0.746753265,0.236026835
Irene,Panama,11921,122,19.60000038,11,8.651000023,2.348999977,7.304479902,6.224489675,11.09090909,1.781818216,2.265634069,14.10241587,0.786454548,0.211142121
Neches,Marshall Islands,47052,172,32.20000076,19.10000038,12.66600037,6.43400001,7.716,5.341614781,9.005235423,1.685863881,2.542239051,13.57966169,0.663141367,0.187842341
Guadalupe,Marshall Islands,47037,172,32.20000076,19.10000038,12.66600037,6.43400001,7.2016,5.341614781,9.005235423,1.685863881,2.542239051,13.57966169,0.663141367,0.175319518
Irene,Panama,12000,122,19.60000038,11,8.651000023,2.348999977,7.304479902,6.224489675,11.09090909,1.781818216,2.265634069,14.10241587,0.786454548,0.211142121
Washusan,Panama,281050,319,60,28.79999924,20.39699936,8.40299988,8.333280391,5.316666667,11.07638918,2.083333388,2.941609152,15.63955533,0.708229163,0.148965655
St. Clemens,Singapore,47131,172,32.20000076,19.10000038,12.66699982,6.43300056,7.870320098,5.341614781,9.005235423,1.685863881,2.542038464,13.57859023,0.663193695,0.19159919
